ts,production,job_id,shot_id,queue_latency_sec,status,vendor
2026-08-29T15:30:00Z,PALS,rq-pal-001,PAL-001,58.183,completed,HELIOSFORGE
2026-08-29T15:30:00Z,PALS,rq-pal-002,PAL-002,51.807,completed,PRISMWORKS
2026-08-29T15:30:00Z,PALS,rq-pal-003,PAL-003,29.615,completed,VANTASTUDIO
2026-08-29T15:30:00Z,PALS,rq-pal-004,PAL-004,36.527,completed,LUMENFRAME
2026-08-29T15:35:00Z,PALS,rq-pal-005,PAL-005,39.377,completed,HELIOSFORGE
2026-08-29T15:35:00Z,PALS,rq-pal-006,PAL-006,29.081,completed,PRISMWORKS
2026-08-29T15:35:00Z,PALS,rq-pal-007,PAL-007,25.84,completed,VANTASTUDIO
2026-08-29T15:35:00Z,PALS,rq-pal-008,PAL-008,52.954,completed,LUMENFRAME
2026-08-29T15:40:00Z,PALS,rq-pal-009,PAL-009,30.664,completed,HELIOSFORGE
2026-08-29T15:40:00Z,PALS,rq-pal-010,PAL-010,26.17,completed,PRISMWORKS
2026-08-29T15:40:00Z,PALS,rq-pal-011,PAL-011,59.172,completed,VANTASTUDIO
2026-08-29T15:40:00Z,PALS,rq-pal-012,PAL-012,37.572,completed,LUMENFRAME
2026-08-29T15:45:00Z,PALS,rq-pal-013,PAL-013,32.55,completed,HELIOSFORGE
2026-08-29T15:45:00Z,PALS,rq-pal-014,PAL-014,30.979,completed,PRISMWORKS
2026-08-29T15:45:00Z,PALS,rq-pal-015,PAL-015,42.112,completed,VANTASTUDIO
2026-08-29T15:45:00Z,PALS,rq-pal-016,PAL-016,57.379,completed,LUMENFRAME
2026-08-29T15:50:00Z,PALS,rq-pal-017,PAL-017,29.401,completed,HELIOSFORGE
2026-08-29T15:50:00Z,PALS,rq-pal-018,PAL-018,47.039,completed,PRISMWORKS
2026-08-29T15:50:00Z,PALS,rq-pal-019,PAL-019,26.354,completed,VANTASTUDIO
2026-08-29T15:50:00Z,PALS,rq-pal-020,PAL-020,47.19,completed,LUMENFRAME
2026-08-29T15:55:00Z,PALS,rq-pal-021,PAL-021,42.893,completed,HELIOSFORGE
2026-08-29T15:55:00Z,PALS,rq-pal-022,PAL-022,45.358,completed,PRISMWORKS
2026-08-29T15:55:00Z,PALS,rq-pal-023,PAL-023,28.128,completed,VANTASTUDIO
2026-08-29T15:55:00Z,PALS,rq-pal-024,PAL-024,27.384,completed,LUMENFRAME
2026-08-29T16:00:00Z,PALS,rq-pal-025,PAL-025,28.52,completed,HELIOSFORGE
2026-08-29T16:00:00Z,PALS,rq-pal-026,PAL-026,41.574,completed,PRISMWORKS
2026-08-29T16:00:00Z,PALS,rq-pal-027,PAL-027,31.208,completed,VANTASTUDIO
2026-08-29T16:00:00Z,PALS,rq-pal-028,PAL-028,53.517,completed,LUMENFRAME
2026-08-29T16:05:00Z,PALS,rq-pal-029,PAL-029,26.981,completed,HELIOSFORGE
2026-08-29T16:05:00Z,PALS,rq-pal-030,PAL-030,53.077,completed,PRISMWORKS
2026-08-29T16:05:00Z,PALS,rq-pal-031,PAL-031,56.988,completed,VANTASTUDIO
2026-08-29T16:05:00Z,PALS,rq-pal-032,PAL-032,48.001,completed,LUMENFRAME
2026-08-29T16:10:00Z,PALS,rq-pal-033,PAL-033,45.581,completed,HELIOSFORGE
2026-08-29T16:10:00Z,PALS,rq-pal-034,PAL-034,25.303,completed,PRISMWORKS
2026-08-29T16:10:00Z,PALS,rq-pal-035,PAL-035,35.604,completed,VANTASTUDIO
2026-08-29T16:10:00Z,PALS,rq-pal-036,PAL-036,34.368,completed,LUMENFRAME
2026-08-29T16:15:00Z,PALS,rq-pal-037,PAL-037,42.039,completed,HELIOSFORGE
2026-08-29T16:15:00Z,PALS,rq-pal-038,PAL-038,50.684,completed,PRISMWORKS
2026-08-29T16:15:00Z,PALS,rq-pal-039,PAL-039,48.619,completed,VANTASTUDIO
2026-08-29T16:15:00Z,PALS,rq-pal-040,PAL-040,45.262,completed,LUMENFRAME
2026-08-29T16:20:00Z,PALS,rq-pal-041,PAL-041,51.158,completed,HELIOSFORGE
2026-08-29T16:20:00Z,PALS,rq-pal-042,PAL-042,39.582,completed,PRISMWORKS
2026-08-29T16:20:00Z,PALS,rq-pal-043,PAL-043,50.709,completed,VANTASTUDIO
2026-08-29T16:20:00Z,PALS,rq-pal-044,PAL-044,32.575,completed,LUMENFRAME
2026-08-29T16:25:00Z,PALS,rq-pal-045,PAL-045,51.561,completed,HELIOSFORGE
2026-08-29T16:25:00Z,PALS,rq-pal-046,PAL-046,35.736,completed,PRISMWORKS
2026-08-29T16:25:00Z,PALS,rq-pal-047,PAL-047,39.866,completed,VANTASTUDIO
2026-08-29T16:25:00Z,PALS,rq-pal-048,PAL-048,40.793,completed,LUMENFRAME
2026-08-29T16:30:00Z,PALS,rq-pal-049,PAL-049,41.661,completed,HELIOSFORGE
2026-08-29T16:30:00Z,PALS,rq-pal-050,PAL-050,56.942,completed,PRISMWORKS
2026-08-29T16:30:00Z,PALS,rq-pal-051,PAL-051,52.734,completed,VANTASTUDIO
2026-08-29T16:30:00Z,PALS,rq-pal-052,PAL-052,37.074,completed,LUMENFRAME
2026-08-29T16:35:00Z,PALS,rq-pal-053,PAL-053,55.061,completed,HELIOSFORGE
2026-08-29T16:35:00Z,PALS,rq-pal-054,PAL-054,54.29,completed,PRISMWORKS
2026-08-29T16:35:00Z,PALS,rq-pal-055,PAL-055,36.777,completed,VANTASTUDIO
2026-08-29T16:35:00Z,PALS,rq-pal-056,PAL-056,32.693,completed,LUMENFRAME
2026-08-29T16:40:00Z,PALS,rq-pal-057,PAL-057,31.428,completed,HELIOSFORGE
2026-08-29T16:40:00Z,PALS,rq-pal-058,PAL-058,41.901,completed,PRISMWORKS
2026-08-29T16:40:00Z,PALS,rq-pal-059,PAL-059,42.392,completed,VANTASTUDIO
2026-08-29T16:40:00Z,PALS,rq-pal-060,PAL-060,35.507,completed,LUMENFRAME
2026-08-29T16:45:00Z,PALS,rq-pal-061,PAL-061,49.959,completed,HELIOSFORGE
2026-08-29T16:45:00Z,PALS,rq-pal-062,PAL-062,45.225,completed,PRISMWORKS
2026-08-29T16:45:00Z,PALS,rq-pal-063,PAL-063,35.14,completed,VANTASTUDIO
2026-08-29T16:45:00Z,PALS,rq-pal-064,PAL-064,51.154,completed,LUMENFRAME
2026-08-29T16:50:00Z,PALS,rq-pal-065,PAL-065,49.553,completed,HELIOSFORGE
2026-08-29T16:50:00Z,PALS,rq-pal-066,PAL-066,29.324,completed,PRISMWORKS
2026-08-29T16:50:00Z,PALS,rq-pal-067,PAL-067,56.823,completed,VANTASTUDIO
2026-08-29T16:50:00Z,PALS,rq-pal-068,PAL-068,47.79,completed,LUMENFRAME
2026-08-29T16:55:00Z,PALS,rq-pal-069,PAL-069,51.436,completed,HELIOSFORGE
2026-08-29T16:55:00Z,PALS,rq-pal-070,PAL-070,41.391,completed,PRISMWORKS
2026-08-29T16:55:00Z,PALS,rq-pal-071,PAL-071,37.032,completed,VANTASTUDIO
2026-08-29T16:55:00Z,PALS,rq-pal-072,PAL-072,25.197,completed,LUMENFRAME
2026-08-29T17:00:00Z,PALS,rq-pal-073,PAL-073,35.371,completed,HELIOSFORGE
2026-08-29T17:00:00Z,PALS,rq-pal-074,PAL-074,42.448,completed,PRISMWORKS
2026-08-29T17:00:00Z,PALS,rq-pal-075,PAL-075,43.722,completed,VANTASTUDIO
2026-08-29T17:00:00Z,PALS,rq-pal-076,PAL-076,33.99,completed,LUMENFRAME
2026-08-29T17:05:00Z,PALS,rq-pal-077,PAL-077,58.497,completed,HELIOSFORGE
2026-08-29T17:05:00Z,PALS,rq-pal-078,PAL-078,48.277,completed,PRISMWORKS
2026-08-29T17:05:00Z,PALS,rq-pal-079,PAL-079,42.573,completed,VANTASTUDIO
2026-08-29T17:05:00Z,PALS,rq-pal-080,PAL-080,42.803,completed,LUMENFRAME
2026-08-29T17:10:00Z,PALS,rq-pal-081,PAL-081,43.092,completed,HELIOSFORGE
2026-08-29T17:10:00Z,PALS,rq-pal-082,PAL-082,30.246,completed,PRISMWORKS
2026-08-29T17:10:00Z,PALS,rq-pal-083,PAL-083,42.706,completed,VANTASTUDIO
2026-08-29T17:10:00Z,PALS,rq-pal-084,PAL-084,50.177,completed,LUMENFRAME
2026-08-29T17:15:00Z,PALS,rq-pal-085,PAL-085,25.106,completed,HELIOSFORGE
2026-08-29T17:15:00Z,PALS,rq-pal-086,PAL-086,29.597,completed,PRISMWORKS
2026-08-29T17:15:00Z,PALS,rq-pal-087,PAL-087,30.681,completed,VANTASTUDIO
2026-08-29T17:15:00Z,PALS,rq-pal-088,PAL-088,25.423,completed,LUMENFRAME
2026-08-29T17:20:00Z,PALS,rq-pal-089,PAL-089,43.295,completed,HELIOSFORGE
2026-08-29T17:20:00Z,PALS,rq-pal-090,PAL-090,50.958,completed,PRISMWORKS
2026-08-29T17:20:00Z,PALS,rq-pal-091,PAL-091,26.391,completed,VANTASTUDIO
2026-08-29T17:20:00Z,PALS,rq-pal-092,PAL-092,44.049,completed,LUMENFRAME
2026-08-29T17:25:00Z,PALS,rq-pal-093,PAL-093,38.192,completed,HELIOSFORGE
2026-08-29T17:25:00Z,PALS,rq-pal-094,PAL-094,31.749,completed,PRISMWORKS
2026-08-29T17:25:00Z,PALS,rq-pal-095,PAL-095,41.009,completed,VANTASTUDIO
2026-08-29T17:25:00Z,PALS,rq-pal-096,PAL-096,56.934,completed,LUMENFRAME
2026-08-29T17:30:00Z,PALS,rq-pal-097,PAL-097,37.125,completed,HELIOSFORGE
2026-08-29T17:30:00Z,PALS,rq-pal-098,PAL-098,32.612,completed,PRISMWORKS
2026-08-29T17:30:00Z,PALS,rq-pal-099,PAL-099,59.204,completed,VANTASTUDIO
2026-08-29T17:30:00Z,PALS,rq-pal-100,PAL-100,48.341,completed,LUMENFRAME
2026-08-29T17:35:00Z,PALS,rq-pal-101,PAL-101,51.364,completed,HELIOSFORGE
2026-08-29T17:35:00Z,PALS,rq-pal-102,PAL-102,43.686,completed,PRISMWORKS
2026-08-29T17:35:00Z,PALS,rq-pal-103,PAL-103,52.252,completed,VANTASTUDIO
2026-08-29T17:35:00Z,PALS,rq-pal-104,PAL-104,49.188,completed,LUMENFRAME
2026-08-29T17:40:00Z,PALS,rq-pal-105,PAL-105,37.017,completed,HELIOSFORGE
2026-08-29T17:40:00Z,PALS,rq-pal-106,PAL-106,28.671,completed,PRISMWORKS
2026-08-29T17:40:00Z,PALS,rq-pal-107,PAL-107,37.167,completed,VANTASTUDIO
2026-08-29T17:40:00Z,PALS,rq-pal-108,PAL-108,55.191,completed,LUMENFRAME
2026-08-29T17:45:00Z,PALS,rq-pal-109,PAL-109,43.288,completed,HELIOSFORGE
2026-08-29T17:45:00Z,PALS,rq-pal-110,PAL-110,59.842,completed,PRISMWORKS
2026-08-29T17:45:00Z,PALS,rq-pal-111,PAL-111,32.634,completed,VANTASTUDIO
2026-08-29T17:45:00Z,PALS,rq-pal-112,PAL-112,29.267,completed,LUMENFRAME
2026-08-29T17:50:00Z,PALS,rq-pal-113,PAL-113,52.169,completed,HELIOSFORGE
2026-08-29T17:50:00Z,PALS,rq-pal-114,PAL-114,34.876,completed,PRISMWORKS
2026-08-29T17:50:00Z,PALS,rq-pal-115,PAL-115,48.876,completed,VANTASTUDIO
2026-08-29T17:50:00Z,PALS,rq-pal-116,PAL-116,49.111,completed,LUMENFRAME
2026-08-29T17:55:00Z,PALS,rq-pal-117,PAL-117,31.959,completed,HELIOSFORGE
2026-08-29T17:55:00Z,PALS,rq-pal-118,PAL-118,39.122,completed,PRISMWORKS
2026-08-29T17:55:00Z,PALS,rq-pal-119,PAL-119,56.167,completed,VANTASTUDIO
2026-08-29T17:55:00Z,PALS,rq-pal-120,PAL-120,52.81,completed,LUMENFRAME
2026-08-29T18:00:00Z,PALS,rq-pal-121,PAL-121,33.875,completed,HELIOSFORGE
2026-08-29T18:00:00Z,PALS,rq-pal-122,PAL-122,58.251,completed,PRISMWORKS
2026-08-29T18:00:00Z,PALS,rq-pal-123,PAL-123,48.174,completed,VANTASTUDIO
2026-08-29T18:00:00Z,PALS,rq-pal-124,PAL-124,35.118,completed,LUMENFRAME
2026-08-29T18:05:00Z,PALS,rq-pal-125,PAL-125,51.059,completed,HELIOSFORGE
2026-08-29T18:05:00Z,PALS,rq-pal-126,PAL-126,27.707,completed,PRISMWORKS
2026-08-29T18:05:00Z,PALS,rq-pal-127,PAL-127,47.989,completed,VANTASTUDIO
2026-08-29T18:05:00Z,PALS,rq-pal-128,PAL-128,37.119,completed,LUMENFRAME
2026-08-29T18:10:00Z,PALS,rq-pal-129,PAL-129,53.444,completed,HELIOSFORGE
2026-08-29T18:10:00Z,PALS,rq-pal-130,PAL-130,44.185,completed,PRISMWORKS
2026-08-29T18:10:00Z,PALS,rq-pal-131,PAL-131,57.816,completed,VANTASTUDIO
2026-08-29T18:10:00Z,PALS,rq-pal-132,PAL-132,56.502,completed,LUMENFRAME
2026-08-29T18:15:00Z,PALS,rq-pal-133,PAL-133,48.856,completed,HELIOSFORGE
2026-08-29T18:15:00Z,PALS,rq-pal-134,PAL-134,49.839,completed,PRISMWORKS
2026-08-29T18:15:00Z,PALS,rq-pal-135,PAL-135,27.773,completed,VANTASTUDIO
2026-08-29T18:15:00Z,PALS,rq-pal-136,PAL-136,51.99,completed,LUMENFRAME
2026-08-29T18:20:00Z,PALS,rq-pal-137,PAL-137,50.141,completed,HELIOSFORGE
2026-08-29T18:20:00Z,PALS,rq-pal-138,PAL-138,32.108,completed,PRISMWORKS
2026-08-29T18:20:00Z,PALS,rq-pal-139,PAL-139,56.55,completed,VANTASTUDIO
2026-08-29T18:20:00Z,PALS,rq-pal-140,PAL-140,43.117,completed,LUMENFRAME
2026-08-29T18:25:00Z,PALS,rq-pal-141,PAL-141,34.678,completed,HELIOSFORGE
2026-08-29T18:25:00Z,PALS,rq-pal-142,PAL-142,31.183,completed,PRISMWORKS
2026-08-29T18:25:00Z,PALS,rq-pal-143,PAL-143,41.119,completed,VANTASTUDIO
2026-08-29T18:25:00Z,PALS,rq-pal-144,PAL-144,39.831,completed,LUMENFRAME
2026-08-29T18:30:00Z,PALS,rq-pal-145,PAL-145,45.556,completed,HELIOSFORGE
2026-08-29T18:30:00Z,PALS,rq-pal-146,PAL-146,45.438,completed,PRISMWORKS
2026-08-29T18:30:00Z,PALS,rq-pal-147,PAL-147,56.732,completed,VANTASTUDIO
2026-08-29T18:30:00Z,PALS,rq-pal-148,PAL-148,30.901,completed,LUMENFRAME
2026-08-29T18:35:00Z,PALS,rq-pal-149,PAL-149,46.044,completed,HELIOSFORGE
2026-08-29T18:35:00Z,PALS,rq-pal-150,PAL-150,37.484,completed,PRISMWORKS
2026-08-29T18:35:00Z,PALS,rq-pal-151,PAL-151,39.477,completed,VANTASTUDIO
2026-08-29T18:35:00Z,PALS,rq-pal-152,PAL-152,51.398,completed,LUMENFRAME
2026-08-29T18:40:00Z,PALS,rq-pal-153,PAL-153,27.841,completed,HELIOSFORGE
2026-08-29T18:40:00Z,PALS,rq-pal-154,PAL-154,31.006,completed,PRISMWORKS
2026-08-29T18:40:00Z,PALS,rq-pal-155,PAL-155,30.757,completed,VANTASTUDIO
2026-08-29T18:40:00Z,PALS,rq-pal-156,PAL-156,37.009,completed,LUMENFRAME
2026-08-29T18:45:00Z,PALS,rq-pal-157,PAL-157,54.181,completed,HELIOSFORGE
2026-08-29T18:45:00Z,PALS,rq-pal-158,PAL-158,46.497,completed,PRISMWORKS
2026-08-29T18:45:00Z,PALS,rq-pal-159,PAL-159,32.992,completed,VANTASTUDIO
